novel_title,allusion_text,start_pos,end_pos,allusion_type,confidence,biblical_source,context,assigned_annotator,data_type
A Mercy (2008),Jacob,117922,117927,character_reference,0.85,Jacob,"t possibly be worse? Early on when she settled on Jacob's land, she visited the local church some seven m",annotator_2,unique
Beloved (1987),Seth,59375,59379,character_reference,0.7,Seth,"."" ""Ma'am."" ""Hold on to the baby."" ""Yes, Ma'am.' ""Seth-thuh."" ""Ma'am."" """" ""Get some kindlin in here."" 3",annotator_2,overlap
Tar Baby (1981),Gideon,537551,537557,character_reference,0.85,Gideon,from the awkwardness and walk around outside when Gideon came in. The day's disappointment ran from his fa,annotator_2,overlap
Song of Solomon (1977),Hagar,52189,52194,character_reference,0.85,Hagar,"in counterpoint, and the soft voice of the girl, Hagar, who must be about ten or eleven now, pulled him",annotator_2,unique
Beloved (1987),job,115961,115964,thematic_reference,0.9,Job,"ack in rice and I sucked from another woman whose job it was. So to answer you, no. I reckon not. She n",annotator_2,overlap
Tar Baby (1981),job,490320,490323,thematic_reference,0.9,Job,"ife. So have that white "" man's baby, that's your job. You have been doing it for two hun- dred years,",annotator_2,unique
A Mercy (2008),Jacob,25518,25523,character_reference,0.85,Jacob,"In spite of his dirty hands and sweat-limp hair, Jacob pressed down his annoyance and chose to focus on",annotator_2,overlap
Beloved (1987),Paul,85246,85250,character_reference,0.85,Paul,"a question that's on your mind too?"" ""Oh no. No, Paul D. Oh no."" ""Then she's of one mind and you anothe",annotator_2,overlap
The Bluest Eye (1970),job,147538,147541,thematic_reference,0.9,Job,s old enough to leave school. Mrs. Williams got a job cleaning and cooking for a white minister on the,annotator_2,overlap
Song of Solomon (1977),numbers,466699,466706,thematic_reference,0.9,Numbers,"oor, sack in hand. Las Vegas and buried treasure; numbers dealers and Wells Fargo wagons; race track pay wi",annotator_2,overlap
Paradise (1998),Mark,586788,586792,thematic_reference,0.9,Mark,"ry helloed from the porch of her house near Cross Mark but he did not turn his head. “Car broke down?"" s",annotator_2,overlap
Tar Baby (1981),job,169240,169243,thematic_reference,0.9,Job,a good man whom she trusted; a good and permanent job doing what she was good at for a boss who appreci,annotator_2,overlap
Song of Solomon (1977),Ruth,59799,59803,thematic_reference,0.9,Ruth,"ut there, Lena. Your father wants to look at it."" Ruth reasserted herself into the con- versation. ""What",annotator_2,overlap
Paradise (1998),faith,474592,474597,thematic_reference,0.8,Faith,"folks need more."" ""Never,"" said Consolata. “In my faith, faith is all I need.” ""You need what we all need",annotator_2,overlap
Beloved (1987),Paul,358140,358144,character_reference,0.85,Paul,of them was rot. They buttered Halle's face; gave Paul D iron to eat; crisped Sixo; hanged her own mothe,annotator_2,overlap
Song of Solomon (1977),Pilate,615540,615546,character_reference,0.7,Pilate,The body you shouldn't fly off and leave. Pilate! Pilate! Come here. Let me tell you what your father said,annotator_2,overlap
Paradise (1998),mark,276964,276968,thematic_reference,0.9,Mark,"d Druids-all had a finger memory of this original mark. The circle was not first, nor was the parallel o",annotator_2,unique
Song of Solomon (1977),Pilate,616686,616692,character_reference,0.85,Pilate,"all this time."" ""Papa?"" she whispered. ""Yes. And, Pilate, you have to bury him. He wants you to bury him.",annotator_2,overlap
Beloved (1987),Paul,357148,357152,character_reference,0.85,Paul,"ou came about some new girl."" ""That's so."" ""Well, Paul D must know who she is. Or what she is."" ""Your mi",annotator_2,unique
Beloved (1987),Jesus,357361,357366,character_reference,0.85,Jesus,"d don't stay in the ground."" He couldn't deny it. Jesus Christ Himself didn't, so Stamp ate a piece of El",annotator_2,overlap
A Mercy (2008),hope,161078,161082,thematic_reference,0.8,Hope,h in these parts. Black flies alone will kill all hope for it if marauding wildlife does not. Farms live,annotator_2,overlap
Sula (1973),Jude,153094,153098,thematic_reference,0.9,Jude,"che under his nose, and a part in his hair. ""Hey, Jude. What you know good?"" ""White man running it-nothi",annotator_2,unique
Paradise (1998),John,377189,377193,thematic_reference,0.9,John,"d, Ossie Beauchamp, Harper Jury, Sargeant Person, John Seawright, Edward Sands and Pat's father, Roger B",annotator_2,overlap
Beloved (1987),Paul,377405,377409,character_reference,0.85,Paul,right by those boys hanging in the trees. One had Paul A's shirt on but not his feet or his head. I walk,annotator_2,unique
Jazz (1992),lot,224000,224003,character_reference,0.7,Lot,"all out with paper money, because she sure had a lot of it handed to her. Then again, maybe not. Maybe",annotator_2,unique
A Mercy (2008),Jacob,32140,32145,character_reference,0.85,Jacob,me clear what D'Ortega had left to offer. Slaves. Jacob refused. His farm was modest; his trade needed on,annotator_2,overlap
Tar Baby (1981),lot,359600,359603,character_reference,0.7,Lot,"With the young people there, teenagers. There's a lot of suicide among Indian teenagers. The conditions",annotator_2,unique
Beloved (1987),lot,306788,306791,character_reference,0.7,Lot,"er would have thought of that. Never. Taught me a lot, Sixo."" It made him dizzy. At first he thought it",annotator_2,overlap
Paradise (1998),Peter,382158,382163,character_reference,0.85,Peter,"amilies and asked Thomas and Peter Blackhorse for Peter's daughter, Fawn. And maybe his advanced age was",annotator_2,overlap
Beloved (1987),Paul,298021,298025,character_reference,0.85,Paul,"id could speak he said it and even while he spoke Paul D said it again. Oh, he heard all the old man was",annotator_2,overlap
Beloved (1987),Paul,189750,189754,character_reference,0.85,Paul,"On her mind was the supper she wanted to fix for Paul D-something dif- ficult to do, something she woul",annotator_2,overlap
Song of Solomon (1977),Pilate,171887,171893,character_reference,0.85,Pilate,"They just craned their necks to hear better what Pilate was telling him. ""You see, darlin, that there is",annotator_2,unique
Paradise (1998),James,40851,40856,thematic_reference,0.9,James,"for each and every one of you."" Frankie and Billy James looked down at their bare feet. Sal rested her he",annotator_2,overlap
Sula (1973),Jude,125747,125751,thematic_reference,0.9,Jude,"rls and a comfortable one among men. His name was Jude Greene, and with the pick of some eight or ten gi",annotator_2,overlap
Song of Solomon (1977),Esther,426689,426695,thematic_reference,0.9,Esther,"an came to his house first, how he asked for him. Esther returned with a Coca-Cola tray, two glasses, and",annotator_2,unique
Paradise (1998),Mary,484489,484493,character_reference,0.85,Mary,"g and going, the cool blue light flickering until Mary Magna asked permission to go, bereft though she w",annotator_2,overlap
Song of Solomon (1977),Grace,538129,538134,thematic_reference,0.8,Grace,"of wide pale cookies. ""He's from Michigan,"" said Grace. ""I heard him. How do you take your coffee?"" ""Bla",annotator_2,overlap
Beloved (1987),Jesus,167323,167328,character_reference,0.85,Jesus,"she should do with her sword and shield now, dear Jesus, now nine years after Baby Suggs, holy, proved he",annotator_2,overlap
Beloved (1987),Paul,23843,23847,character_reference,0.85,Paul,"y sister,"" said Denver. ""She died in this house."" Paul D scratched the hair under his jaw. ""Reminds me o",annotator_2,unique
Song of Solomon (1977),Hope,455797,455801,thematic_reference,0.8,Hope,"ody'll take pity on me."" She looked at the dogs. ""Hope they find me soon and don't let me lay in here to",annotator_2,unique
Song of Solomon (1977),Pilate,317813,317819,character_reference,0.7,Pilate,"ht there in front of the dead man's staring eyes. Pilate was almost as strong as Macon, but no real match",annotator_2,unique
Paradise (1998),grace,414781,414786,thematic_reference,0.8,Grace,"own those two words mean the same thing."" Amazing grace, how sweet the sound. In a shower of gold paper s",annotator_2,unique
A Mercy (2008),Jacob,18757,18762,character_reference,0.85,Jacob,"able; it was essential. In such ad hoc territory, Jacob simply knew that when he came out of that forest",annotator_2,overlap
The Bluest Eye (1970),redemption,148946,148956,thematic_reference,0.8,Redemption,"r mind on the wages of sin, her body trembled for redemption, salvation, a mysterious rebirth that would simpl",annotator_2,overlap
Song of Solomon (1977),Solomon,492775,492782,character_reference,0.85,Solomon,"rd like a wicked brow. Milkman walked back toward Solomon's store. He needed a place to stay, some informat",annotator_2,overlap
Song of Solomon (1977),Pilate,48509,48515,character_reference,0.7,Pilate,llowed a fence that led into Darling Street where Pilate lived in a narrow single-story house whose baseme,annotator_2,overlap
Song of Solomon (1977),Pilate,53128,53134,character_reference,0.7,Pilate,served. Nor was there any gathering at the table. Pilate might bake hot bread and each one of them would e,annotator_2,overlap
Sula (1973),Matthew,5472,5479,thematic_reference,0.9,Matthew,". He'd have to stand in the back of Greater Saint Matthew's and let the tenor's voice dress him in silk, or",annotator_2,unique
Song of Solomon (1977),Pilate,86006,86012,character_reference,0.7,Pilate,"taste no worse,"" Reba said. ""Your wine any good, Pilate?"" asked Guitar. ""Couldn't tell you."" ""Why not?"" """,annotator_2,overlap
Tar Baby (1981),Gideon,481363,481369,character_reference,0.7,Gideon,"be a yardman all your life?"" ""His name is Gideon! Gideon! Not Yardman, and Mary Thérèse Foucault, you hear",annotator_2,overlap
Beloved (1987),Paul,321133,321137,character_reference,0.85,Paul,"e thought of Denver, if not Sethe, before he gave Paul D the news that ran him off, the one normal someb",annotator_2,unique
Song of Solomon (1977),Pilate,257128,257134,character_reference,0.7,Pilate,"arlier state of mind, followed by the violence of Pilate's words to her grand- daughter, this quiet social",annotator_2,unique
Song of Solomon (1977),Pilate,581481,581487,character_reference,0.7,Pilate,"on't bother nobody but him."" ""Well, Pilate, then. Pilate know I turned her down, she wouldn't like it. The",annotator_2,overlap
Beloved (1987),Paul,101141,101145,character_reference,0.85,Paul,"neath the major question, each harbored another. Paul D wondered at the newness of her shoes. Sethe was",annotator_2,overlap
Paradise (1998),charity,547185,547192,thematic_reference,0.8,Charity,them that and he would not tolerate this loss of charity. Nor did Lone know the glacier that was Deacon Mo,annotator_2,overlap
Song of Solomon (1977),Hagar,614844,614849,character_reference,0.85,Hagar,ent was when somebody took another person's life. Hagar. Something of Hagar's must be nearby. Pilate woul,annotator_2,overlap
A Mercy (2008),redemption,120517,120527,thematic_reference,0.8,Redemption,n the ones whose beliefs stripped her children of redemption. She growled when they touched her; threw the bla,annotator_2,overlap
Tar Baby (1981),Gideon,281051,281057,character_reference,0.7,Gideon,"ar about your wretched teats. Go on out of here."" Gideon shooed her and she left the table but not the roo",annotator_2,unique
Tar Baby (1981),Hope,451876,451880,thematic_reference,0.8,Hope,"re a while back."" ""They told me."" ""Be at peace."" ""Hope so."" ""She slept with a shotgun every night."" ""Huh",annotator_2,unique
Beloved (1987),Paul,90064,90068,character_reference,0.85,Paul,"'head. Try and make me happy."" The happy one was Paul D. He said howdy to everybody within twenty feet.",annotator_2,unique
Paradise (1998),hope,102077,102081,thematic_reference,0.8,Hope,than end runs around white law. He obviously had hope for a state that had once decided to build a whol,annotator_2,overlap
Song of Solomon (1977),Solomon,498898,498905,character_reference,0.85,Solomon,"right. That's enough of that."" ""Shut your mouth, Solomon."" ""Get them women outta here."" ""Stick him, Saul,",annotator_2,unique
A Mercy (2008),Jacob,26540,26545,character_reference,0.85,Jacob,"canonization. ""Are they often ill, Madam?"" asked Jacob. ""As they pretend, no,"" said his hostess. ""Scound",annotator_2,unique
The Bluest Eye (1970),hope,5112,5116,thematic_reference,0.8,Hope,"despair. What is clear now is that of all of that hope, fear, lust, love, and grief, nothing remains but",annotator_2,unique
Paradise (1998),mark,277046,277050,thematic_reference,0.9,Mark,"nor was the parallel or the triangle. It was this mark, this, that lay underneath every other. This mark",annotator_2,overlap
Paradise (1998),Noah,574966,574970,character_reference,0.85,Noah,"children, died, people assumed the rest of them, Noah, Esther and Ming, would quickly follow. The first",annotator_2,overlap
